latitude,longitude,title,thumbnail_url,reference_url,artist_name,year,art_type,location_description
34.035591,-118.170193,Lomita,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025qckp_1767741_thumbnail.jpg,,Unknown,1976,,East Los Angeles
34.035591,-118.170193,Lomita,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025qcnq_1767744_thumbnail.jpg,,Unknown,1976,,East Los Angeles
34.035591,-118.170193,Lomita,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025qcr8_1767747_thumbnail.jpg,,Unknown,1976,,East Los Angeles
34.035591,-118.170193,Los Cacahuates,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025q7sv_1833446_thumbnail.jpg,,,1978,,East Los Angeles
34.035591,-118.170193,Los Cacahuates,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025q7zf_1833453_thumbnail.jpg,,,1978,,East Los Angeles
34.035591,-118.170193,Los Cacahuates,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025q81z_1833461_thumbnail.jpg,,,1978,,East Los Angeles
34.0423392,-118.1844932,Los Compadres Club,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025kt91_1701693_thumbnail.jpg,,"Gonzalez, Jose Luis",1975,,Los Compadres Club (Gage and Hammel)
34.0423392,-118.1844932,Los Compadres Club,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025ktdk_1701698_thumbnail.jpg,,"Gonzalez, Jose Luis",1975,,Los Compadres Club (Gage and Hammel)
34.0423392,-118.1844932,Los Compadres Club,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025ktgm_1701703_thumbnail.jpg,,"Gonzalez, Jose Luis",1975,,Los Compadres Club (Gage and Hammel)
34.0423392,-118.1844932,Los Compadres Club,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025ktk5_1702696_thumbnail.jpg,,"Gonzalez, Jose Luis",1975,,Los Compadres Club (Gage and Hammel)
34.0423392,-118.1844932,Los Compadres Club,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025ktrr_1702702_thumbnail.jpg,,"Gonzalez, Jose Luis",1975,,Los Compadres Club (Gage and Hammel)
34.0423392,-118.1844932,Los Compadres Club,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025ktxb_1702708_thumbnail.jpg,,"Gonzalez, Jose Luis",1975,,Los Compadres Club (Gage and Hammel)
34.0423392,-118.1844932,Los Compadres Club,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025kv0v_1702711_thumbnail.jpg,,"Gonzalez, Jose Luis",1975,,Los Compadres Club (Gage and Hammel)
34.035591,-118.170193,Ajax Muffler Mural,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025m2jg_1702843_thumbnail.jpg,,"Arenivar, Robert (American self-taught painter, muralist, and designer, ca. 1931-1985)|~|Gonzalez, José-Luis (American painter and muralist, born 1939)|~|Botello, David (American muralist, active 20th century)|~|Gonzalez, Juan (American muralist, born 1943)",1975,,
34.035591,-118.170193,Ajax Muffler Mural,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025m2mh_1702846_thumbnail.jpg,,"Arenivar, Robert (American self-taught painter, muralist, and designer, ca. 1931-1985)|~|Gonzalez, José-Luis (American painter and muralist, born 1939)|~|Botello, David (American muralist, active 20th century)|~|Gonzalez, Juan (American muralist, born 1943)",1975,,
34.047374,-118.208501,Alma de mis novias de pueblo para el barrio su nombre es Maria de Los Angeles,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025m2n1_1702855_thumbnail.jpg,,"Ibanez, Antonio and Bueno, Carlos (Mexican or American muralist, active late 20th century)",1975,,Mural was painted on the Bank of America building on Brooklyn Ave (now E. Cesar Chavez Ave) and Breed Street
34.047374,-118.208501,Alma de mis novias de pueblo para el barrio su nombre es Maria de Los Angeles,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025m2pj_1702867_thumbnail.jpg,,"Ibanez, Antonio and Bueno, Carlos (Mexican or American muralist, active late 20th century)",1975,,Mural was painted on the Bank of America building on Brooklyn Ave (now E. Cesar Chavez Ave) and Breed Street
34.047374,-118.208501,Alma de mis novias de pueblo para el barrio su nombre es Maria de Los Angeles,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025m2rk_1702879_thumbnail.jpg,,"Ibanez, Antonio and Bueno, Carlos (Mexican or American muralist, active late 20th century)",1975,,Mural was painted on the Bank of America building on Brooklyn Ave (now E. Cesar Chavez Ave) and Breed Street
34.020265,-118.209001,American Concert,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025ngf5_1704459_thumbnail.jpg,,"Nuñez, Tony",1975,,Mural located at 3254 Glenn Ave in Estrada Courts in housing projects
34.035591,-118.170193,Avenue 19,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025m688_1703393_thumbnail.jpg,,Unknown,1977,,"Ave 19, Lincoln Heights"
34.035591,-118.170193,Avenue 19,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025m6mf_1703399_thumbnail.jpg,,Unknown,1976,,"Ave 19, Lincoln Heights"
34.035591,-118.170193,Aztec Couple,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025qd1w_1714194_thumbnail.jpg,,Unknown,1977,,
34.057132,-118.238299,Blessing of the animals,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025q9vv_1767657_thumbnail.jpg,,"Politi, Leo (American muralist, illustrator, and author, 1908-1996)",1975,,Mural located at La Placita Olvera
34.057132,-118.238299,Blessing of the animals,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025q9tb_1767654_thumbnail.jpg,,"Politi, Leo (American muralist, illustrator, and author, 1908-1996)",1975,,Olvera street Leo Politi
34.057132,-118.238299,Blessing of the animals,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025q9wc_1767660_thumbnail.jpg,,"Politi, Leo (American muralist, illustrator, and author, 1908-1996)",1975,,Olvera Street Leo Politi
34.035591,-118.170193,Boogie Down the Barrios,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025kv6z_1703139_thumbnail.jpg,,"Cruz, Manuel (American muralist, sculptor, and painter, active 20th century)",1976,,
34.035591,-118.170193,Boycott Gallo (alt title: No Compre Vino Gallo),http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025nkck_1708632_thumbnail.jpg,,"Almaraz, Carlos (Mexican-American painter and muralist, 1941-1989)",1974,,East Los Angeles
34.035591,-118.170193,Boycott Gallo (alt title: No Compre Vino Gallo),http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025nkfm_1708635_thumbnail.jpg,,"Almaraz, Carlos (Mexican-American painter and muralist, 1941-1989)",1974,,East Los Angeles
34.035591,-118.170193,Boycott Gallo (alt title: No Compre Vino Gallo),http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025nkhn_1708638_thumbnail.jpg,,"Almaraz, Carlos (Mexican-American painter and muralist, 1941-1989)",1974,,East Los Angeles
34.035591,-118.170193,Boycott Gallo (alt title: No Compre Vino Gallo),http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025nkkp_1708641_thumbnail.jpg,,"Almaraz, Carlos (Mexican-American painter and muralist, 1941-1989)",1974,,East Los Angeles
34.035591,-118.170193,Boycott Gallo (alt title: No Compre Vino Gallo),http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025nkss_1708644_thumbnail.jpg,,"Almaraz, Carlos (Mexican-American painter and muralist, 1941-1989)",1974,,East Los Angeles
34.035591,-118.170193,Boycott Gallo (alt title: No Compre Vino Gallo),http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025nkvt_1708647_thumbnail.jpg,,"Almaraz, Carlos (Mexican-American painter and muralist, 1941-1989)",1974,,East Los Angeles
34.035591,-118.170193,Boycott Gallo (alt title: No Compre Vino Gallo),http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025nkxv_1708650_thumbnail.jpg,,"Almaraz, Carlos (Mexican-American painter and muralist, 1941-1989)",1974,,East Los Angeles
34.035591,-118.170193,Boycott Gallo (alt title: No Compre Vino Gallo),http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025nm0c_1708653_thumbnail.jpg,,"Almaraz, Carlos (Mexican-American painter and muralist, 1941-1989)",1974,,East Los Angeles
34.035591,-118.170193,Boycott Gallo (alt title: No Compre Vino Gallo),http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025nm2d_1708656_thumbnail.jpg,,"Almaraz, Carlos (Mexican-American painter and muralist, 1941-1989)",1974,,East Los Angeles
34.035591,-118.170193,Boycott Gallo (alt title: No Compre Vino Gallo),http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025q2jt_1714038_thumbnail.jpg,,"Almaraz, Carlos (Mexican-American painter and muralist, 1941-1989)",1974,,East Los Angeles
34.035591,-118.170193,Boycott Gallo (alt title: No Compre Vino Gallo),http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025q2kb_1714041_thumbnail.jpg,,"Almaraz, Carlos (Mexican-American painter and muralist, 1941-1989)",1974,,East Los Angeles
34.035591,-118.170193,Boycott Gallo (alt title: No Compre Vino Gallo),http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025q2rx_1714053_thumbnail.jpg,,"Almaraz, Carlos (Mexican-American painter and muralist, 1941-1989)",1974,,East Los Angeles
34.035591,-118.170193,Boycott Gallo (alt title: No Compre Vino Gallo),http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025q2tz_1714056_thumbnail.jpg,,"Almaraz, Carlos (Mexican-American painter and muralist, 1941-1989)",1974,,East Los Angeles
34.035591,-118.170193,Boycott Gallo (alt title: No Compre Vino Gallo),http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025q66k_1708554_thumbnail.jpg,,"Almaraz, Carlos (Mexican-American painter and muralist, 1941-1989)",1974,,East Los Angeles
34.035591,-118.170193,Boycott Gallo (alt title: No Compre Vino Gallo),http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025q673_1708557_thumbnail.jpg,,"Almaraz, Carlos (Mexican-American painter and muralist, 1941-1989)",1974,,East Los Angeles
34.044729,-118.201660,Breaking Chains and Sacrificial Fires,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025kth4_1703106_thumbnail.jpg,,"Cazarez, Ishmael (American muralist, born 1950)",1975,,Mural located on Brooklyn Ave (today Cesar E. Chavez Ave) and Forest St. on wall of Sloan's Cleaners.
34.044729,-118.201660,Breaking Chains and Sacrificial Fires,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025ktbj_1703059_thumbnail.jpg,,"Cazarez, Ishmael (American muralist, born 1950)",1975,,Mural located on Brooklyn Ave (today Cesar E. Chavez Ave) and Forest St. on wall of Sloan's Cleaners.
34.044729,-118.201660,Breaking Chains and Sacrificial Fires,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025ktpq_1703109_thumbnail.jpg,,"Cazarez, Ishmael (American muralist, born 1950)",1975,,Mural located on Brooklyn Ave (today Cesar E. Chavez Ave) and Forest St. on wall of Sloan's Cleaners.
34.035591,-118.170193,Calle 19,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025kvfk_1703402_thumbnail.jpg,,Unknown,1975,,Mural located on Avenue 19 in Lincoln Heights
34.035591,-118.170193,Calle 19,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025m6fv_1703396_thumbnail.jpg,,Unknown,1975,,Mural located on Avenue 19 in Lincoln Heights
34.040763,-118.156728,Canter Bros.,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025nj1x_1704020_thumbnail.jpg,,Unknown,1975,,Canter Bros sign
34.035591,-118.170193,Carniceria Meat Market,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025kv3d_1702714_thumbnail.jpg,,Jose R. Lopez,1980,,Carniceria Meat Market Jose R. Lopez
34.035591,-118.170193,Carniceria Meat Market,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025m5cb_1703160_thumbnail.jpg,,Jose R. Lopez,1980,,Carniceria Meat Market Jose R. Lopez
34.035591,-118.170193,Carniceria Meat Market,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025m5jx_1703164_thumbnail.jpg,,Jose R. Lopez,1980,,Carniceria Meat Market Jose R. Lopez
34.035591,-118.170193,Carniceria Meat Market,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025m5qh_1703169_thumbnail.jpg,,Jose R. Lopez,1980,,Carniceria Meat Market Jose R. Lopez
34.035591,-118.170193,Carniceria Meat Market,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025m625_1703151_thumbnail.jpg,,Jose R. Lopez,1980,,Carniceria Meat Market Jose R. Lopez
34.073865,-118.215465,Chicano Time Trip,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025q5cp_1708492_thumbnail.jpg,,"Healy, Wayne Alanz (American muralist, born 1946); Botello Rivas , David (American muralist, active 20th century)",1976,,"2601 N Broadway, Los Angeles, CA 90031"
34.073865,-118.215465,Chicano Time Trip,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025q5d6_1708495_thumbnail.jpg,,"Healy, Wayne Alanz (American muralist, born 1946); Botello Rivas , David (American muralist, active 20th century)",1976,,"2601 N Broadway, Los Angeles, CA 90031"
34.073865,-118.215465,Chicano Time Trip,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025q584_1708415_thumbnail.jpg,,"Healy, Wayne Alanz (American muralist, born 1946); Botello Rivas , David (American muralist, active 20th century)",1977,,"2601 N Broadway, Los Angeles, CA 90031"
34.073865,-118.215465,Chicano Time Trip,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025q5pb_1708515_thumbnail.jpg,,"Healy, Wayne Alanz (American muralist, born 1946); Botello Rivas , David (American muralist, active 20th century)",1977,,"2601 N Broadway, Los Angeles, CA 90031"
34.073865,-118.215465,Chicano Time Trip,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025q5fq_1708498_thumbnail.jpg,,"Healy, Wayne Alanz (American muralist, born 1946); Botello Rivas , David (American muralist, active 20th century)",1976,,"2601 N Broadway, Los Angeles, CA 90031"
34.073865,-118.215465,Chicano Time Trip,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025q5j8_1708504_thumbnail.jpg,,"Healy, Wayne Alanz (American muralist, born 1946); Botello Rivas , David (American muralist, active 20th century)",1976,,"2601 N Broadway, Los Angeles, CA 90031"
34.073865,-118.215465,Chicano Time Trip,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025q5rc_1708521_thumbnail.jpg,,"Healy, Wayne Alanz (American muralist, born 1946); Botello Rivas , David (American muralist, active 20th century)",1977,,"2601 N Broadway, Los Angeles, CA 90031"
34.073865,-118.215465,Chicano Time Trip,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025q5sw_1708524_thumbnail.jpg,,"Healy, Wayne Alanz (American muralist, born 1946); Botello Rivas , David (American muralist, active 20th century)",1977,,"2601 N Broadway, Los Angeles, CA 90031"
34.073865,-118.215465,Chicano Time Trip,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025q5vx_1708527_thumbnail.jpg,,"Healy, Wayne Alanz (American muralist, born 1946); Botello Rivas , David (American muralist, active 20th century)",1977,,"2601 N Broadway, Los Angeles, CA 90031"
34.073865,-118.215465,Chicano Time Trip,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025q5qv_1708518_thumbnail.jpg,,"Healy, Wayne Alanz (American muralist, born 1946); Botello Rivas , David (American muralist, active 20th century)",1977,,"2601 N Broadway, Los Angeles, CA 90031"
34.073865,-118.215465,Chicano Time Trip,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025q5zg_1708536_thumbnail.jpg,,"Healy, Wayne Alanz (American muralist, born 1946); Botello Rivas , David (American muralist, active 20th century)",1976,,"2601 N Broadway, Los Angeles, CA 90031"
34.073865,-118.215465,Chicano Time Trip,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025q610_1708542_thumbnail.jpg,,"Healy, Wayne Alanz (American muralist, born 1946); Botello Rivas , David (American muralist, active 20th century)",1977,,"2601 N Broadway, Los Angeles, CA 90031"
34.073865,-118.215465,Chicano Time Trip,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025q5b5_1708486_thumbnail.jpg,,"Healy, Wayne Alanz (American muralist, born 1946); Botello Rivas , David (American muralist, active 20th century)",1977,,"2601 N Broadway, Los Angeles, CA 90031"
34.073865,-118.215465,Chicano Time Trip,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025q5hr_1708501_thumbnail.jpg,,"Healy, Wayne Alanz (American muralist, born 1946); Botello Rivas , David (American muralist, active 20th century)",1977,,"2601 N Broadway, Los Angeles, CA 90031"
34.073865,-118.215465,Chicano Time Trip,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025q5ks_1708507_thumbnail.jpg,,"Healy, Wayne Alanz (American muralist, born 1946); Botello Rivas , David (American muralist, active 20th century)",1977,,"2601 N Broadway, Los Angeles, CA 90031"
34.073865,-118.215465,Chicano Time Trip,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025q5m9_1708510_thumbnail.jpg,,"Healy, Wayne Alanz (American muralist, born 1946); Botello Rivas , David (American muralist, active 20th century)",1977,,"2601 N Broadway, Los Angeles, CA 90031"
34.073865,-118.215465,Chicano Time Trip,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025q5xz_1708533_thumbnail.jpg,,"Healy, Wayne Alanz (American muralist, born 1946); Botello Rivas , David (American muralist, active 20th century)",1977,,"2601 N Broadway, Los Angeles, CA 90031"
34.073865,-118.215465,Chicano Time Trip,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025q60g_1708539_thumbnail.jpg,,"Healy, Wayne Alanz (American muralist, born 1946); Botello Rivas , David (American muralist, active 20th century)",1977,,"2601 N Broadway, Los Angeles, CA 90031"
34.035591,-118.170193,Clover,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025q3hs_1714122_thumbnail.jpg,,Unknown,1976,,East Los Angeles
34.035591,-118.170193,Clover,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025qbjp_1714125_thumbnail.jpg,,Unknown,1976,,East Los Angeles
34.035591,-118.170193,Clover,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025qbk6_1714129_thumbnail.jpg,,Unknown,1976,,East Los Angeles
34.035591,-118.170193,Clover,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025qbq8_1714146_thumbnail.jpg,,Unknown,1976,,East Los Angeles
34.035591,-118.170193,Clover,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025qbrs_1714149_thumbnail.jpg,,Unknown,1976,,East Los Angeles
34.035591,-118.170193,Clover,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025qbwv_1714152_thumbnail.jpg,,Unknown,1976,,East Los Angeles
34.035591,-118.170193,Couple,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025qcwb_1714191_thumbnail.jpg,,Unknown,1977,,East Los Angeles
34.0586224,-118.1947944,Flying Cross,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025npq6_1833390_thumbnail.jpg,,"Cabrera, Armando",1973,,Mural located at Ramona Gardens housing projects.
34.039074,-118.169212,Four Square Auto Wreckers,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025kt5z_1703074_thumbnail.jpg,,,1975,,Four Square Auto Wreckers 304 N. Ford Blvd
34.038923,-118.169228,Four Square Auto Wreckers,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025kv80_1703030_thumbnail.jpg,,,1975,,Four Square Auto Wreckers 304 N. Ford Blvd
34.039074,-118.169212,Four Square Auto Wreckers,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025kst9_1703041_thumbnail.jpg,,,1975,,Four Square Auto Wreckers304 N. Ford Blvd
34.039074,-118.169212,Four Square Auto Wreckers,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025m6b9_1703014_thumbnail.jpg,,,1975,,Four Square Auto Wreckers304 N. Ford Blvd
34.039074,-118.169212,Four Square Auto Wreckers,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025m6pg_1703024_thumbnail.jpg,,,1975,,Four Square Auto Wreckers304 N. Ford Blvd
34.057555,-118.196038,Generations,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025np7z_1833376_thumbnail.jpg,,"Hernandez, Judithe (American designer, muralist, and teacher, born 1948)",1976,,Mural located at Ramona Gardens housing projects.
34.057555,-118.196038,Ghosts of the Barrio,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025q90x_1833264_thumbnail.jpg,,"Healy, Wayne (American muralist, born 1946)",1974,,Mural located at Building 2731-37 Lancaster Ave at the Ramona Gardens housing projects.
34.057555,-118.196038,Ghosts of the Barrio,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025q982_1833289_thumbnail.jpg,,"Healy, Wayne (American muralist, born 1946)",1974,,Mural located at Building 2731-37 Lancaster Ave at the Ramona Gardens housing projects.
34.057555,-118.196038,Ghosts of the Barrio,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025q9hp_1833308_thumbnail.jpg,,"Healy, Wayne (American muralist, born 1946)",1974,,Mural located at Building 2731-37 Lancaster Ave at the Ramona Gardens housing projects.
34.048806,-118.183054,Graffiti-City Terrace,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025q4z0_1714267_thumbnail.jpg,,Willie Herron,1975,,Graffiti-City Terrace (exact address unknown)
34.048806,-118.183054,Graffiti-City Terrace,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025q542_1714270_thumbnail.jpg,,Willie Herron,1975,,Graffiti-City Terrace (exact address unknown)
34.048806,-118.183054,Graffiti-City Terrace,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025q5g7_1714302_thumbnail.jpg,,Willie Herron,1975,,Graffiti-City Terrace (exact address unknown)
34.048806,-118.183054,Graffiti-City Terrace,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025q5nt_1714305_thumbnail.jpg,,,1975,,Graffiti-City Terrace (exact address unknown)
34.035591,-118.170193,Happiness Is ...Being Together,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025nk3f_1704869_thumbnail.jpg,,"Bobbie Jo GIbbs, et. al. (names in the mural)",1976,,East Los Angeles
34.035591,-118.170193,Happy Valley,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025q301_1714068_thumbnail.jpg,,,1967,,East Los Angeles
34.058648,-118.194789,Hazard Grande (In Memory of Homeboys and Homegirls),http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025q2sf_1833340_thumbnail.jpg,,,1975,,1425-31Ramona Gardens 
34.058648,-118.194789,Hazard Grande (In Memory of Homeboys and Homegirls),http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025q9p8_1833325_thumbnail.jpg,,,1975,,1425-31Ramona Gardens
34.0272953,-118.1921491,Homeboy,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025m30p_1702891_thumbnail.jpg,,"Cruz, Manuel G. (American muralist, sculptor, and painter, active 20th century)",1970,,"Mural located at 648 South Indiana (between Princeton and Hubbard streets)at the Plaza Community Center, exterior south-facing wall"
34.0272953,-118.1921491,Homeboy,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025m34r_1702894_thumbnail.jpg,,"Cruz, Manuel G. (American muralist, sculptor, and painter, active 20th century)",1970,,"Mural located at 648 South Indiana (between Princeton and Hubbard streets)at the Plaza Community Center, exterior south-facing wall"
34.0272953,-118.1921491,Homeboy,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025m38t_1702897_thumbnail.jpg,,"Cruz, Manuel G. (American muralist, sculptor, and painter, active 20th century)",1970,,"Mural located at 648 South Indiana (between Princeton and Hubbard streets)at the Plaza Community Center, exterior south-facing wall"
34.020732,-118.207563,If We Could Share,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025np2c_1704390_thumbnail.jpg,,"Dominguez, Lydia",1976,,Mural located at 3322 1/2 Hunter st. (near Concord st.) at the Estrada Courts housing projects
34.0205803,-118.2071727,In Memory of a Homeboy,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025npgk_1704408_thumbnail.jpg,,"Martinez, Daniel (American muralist, 20th century, Los Angeles)",1973,,Mural located at 3328 Hunter St. at the Estrada Courts housing projects
34.0213373,-118.2093771,Innocence,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025npjm_1704411_thumbnail.jpg,,"Montoya, Norma",1973,,Mural located at 3201 Olympic Blvd. at theEstrada Courtshousing projects
34.0213373,-118.2093771,Innocence,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025npmn_1704414_thumbnail.jpg,,"Montoya, Norma",1973,,Mural located at 3201 Olympic Blvd. at theEstrada Courtshousing projects
34.0213373,-118.2093771,Innocence,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025nppp_1704417_thumbnail.jpg,,"Montoya, Norma",1973,,Mural located at 3201 Olympic Blvd. at theEstrada Courtshousing projects
34.0213373,-118.2093771,Innocence,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025nprq_1704420_thumbnail.jpg,,"Montoya, Norma",1973,,Mural located at 3201 Olympic Blvd. at theEstrada Courtshousing projects
34.0213373,-118.2093771,Kids of the World,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025ng6j_1704438_thumbnail.jpg,,"Felix, Charles W. (American painter, sculptor, and muralist, died 1990)",1973,,Mural located at 3357-3359 Olympic Blvd. (and Lorena St.) at the Estrada Courts housing projects
34.020323,-118.206564,"La Fiesta, Mi Raza Primera",http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025nnhm_1704252_thumbnail.jpg,,"Chavez, Robert (American muralist, active ca. 1973), students from East Los Angeles College",1974,,Mural located at 3370-3372 1/2 Hunter St. at the Estrada Courts housing projects
34.019677,-118.206564,"La Fiesta, Mi Raza Primera",http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025nnkn_1704255_thumbnail.jpg,,"Chavez, Robert (American muralist, active ca. 1973), students from East Los Angeles College",1974,,Mural located at 3370-3372 1/2 Hunter St. at the Estrada Courts housing projects
34.035591,-118.170193,La Lomita-M,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025qct9_1767750_thumbnail.jpg,,Unknown,1976,,East Los Angeles
34.049401,-118.194966,Las Tres Culturas,http://digital2.library.ucla.edu/dlcontent/tovar/nails/21198-zz0025q9xw_1767666_thumbnail.jpg,,"Duarte, Rozelio",1974,,Mural located at 3044 Wabash Ave. (near Stone St.) at Moe's Hardware Store. Restored in 1981 and 1986.
